run_id,protocol,n,seed,commit_hash,commit_latency_ms,finality_latency_ms,tps,goodput,consensus_msgs_per_acu,total_msgs_per_acu,bytes_per_acu
pbft-n7,pbft,7,2,24a491a4,1000.000003000,1000.000004000,6.650000,95.100000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,3,24a491a4,1000.000003000,1000.000004000,6.650000,95.850000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,4,24a491a4,1000.000003000,1000.000004000,6.650000,92.650000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,5,24a491a4,1000.000003000,1000.000004000,6.650000,97.350000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,6,24a491a4,1000.000003000,1000.000004000,6.650000,97.050000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,7,24a491a4,1000.000003000,1000.000004000,6.650000,95.500000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,8,24a491a4,1000.000003000,1000.000004000,6.650000,97.500000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,9,24a491a4,1000.000003000,1000.000004000,6.650000,95.900000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,10,24a491a4,1000.000003000,1000.000004000,6.650000,92.300000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,11,24a491a4,1000.000003000,1000.000004000,6.650000,96.500000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,12,24a491a4,1000.000003000,1000.000004000,6.650000,92.500000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,13,24a491a4,1000.000003000,1000.000004000,6.650000,93.300000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,14,24a491a4,1000.000003000,1000.000004000,6.650000,91.400000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,15,24a491a4,1000.000003000,1000.000004000,6.650000,97.900000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,16,24a491a4,1000.000003000,1000.000004000,6.650000,97.600000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,17,24a491a4,1000.000003000,1000.000004000,6.650000,92.800000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,18,24a491a4,1000.000003000,1000.000004000,6.650000,95.800000,13.714286,13.714286,44547.428571
pbft-n7,pbft,7,19,24a491a4,1000.000003000,1000.000004000,6.650000,92.200000,13.714286,13.714286,44547.428571
pbft-n10,pbft,10,0,24a491a4,1000.000003000,1000.000004000,9.500000,92.850000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,1,24a491a4,1000.000003000,1000.000004000,9.500000,94.350000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,2,24a491a4,1000.000003000,1000.000004000,9.500000,95.100000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,3,24a491a4,1000.000003000,1000.000004000,9.500000,95.850000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,4,24a491a4,1000.000003000,1000.000004000,9.500000,92.650000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,5,24a491a4,1000.000003000,1000.000004000,9.500000,97.350000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,6,24a491a4,1000.000003000,1000.000004000,9.500000,97.050000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,7,24a491a4,1000.000003000,1000.000004000,9.500000,95.500000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,8,24a491a4,1000.000003000,1000.000004000,9.500000,97.500000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,9,24a491a4,1000.000003000,1000.000004000,9.500000,95.900000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,10,24a491a4,1000.000003000,1000.000004000,9.500000,92.300000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,11,24a491a4,1000.000003000,1000.000004000,9.500000,96.500000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,12,24a491a4,1000.000003000,1000.000004000,9.500000,92.500000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,13,24a491a4,1000.000003000,1000.000004000,9.500000,93.300000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,14,24a491a4,1000.000003000,1000.000004000,9.500000,91.400000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,15,24a491a4,1000.000003000,1000.000004000,9.500000,97.900000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,16,24a491a4,1000.000003000,1000.000004000,9.500000,97.600000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,17,24a491a4,1000.000003000,1000.000004000,9.500000,92.800000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,18,24a491a4,1000.000003000,1000.000004000,9.500000,95.800000,19.800000,19.800000,47034.000000
pbft-n10,pbft,10,19,24a491a4,1000.000003000,1000.000004000,9.500000,92.200000,19.800000,19.800000,47034.000000
pbft-n16,pbft,16,0,24a491a4,1000.000003000,1000.000004000,15.200000,92.850000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,1,24a491a4,1000.000003000,1000.000004000,15.200000,94.350000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,2,24a491a4,1000.000003000,1000.000004000,15.200000,95.100000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,3,24a491a4,1000.000003000,1000.000004000,15.200000,95.850000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,4,24a491a4,1000.000003000,1000.000004000,15.200000,92.650000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,5,24a491a4,1000.000003000,1000.000004000,15.200000,97.350000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,6,24a491a4,1000.000003000,1000.000004000,15.200000,97.050000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,7,24a491a4,1000.000003000,1000.000004000,15.200000,95.500000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,8,24a491a4,1000.000003000,1000.000004000,15.200000,97.500000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,9,24a491a4,1000.000003000,1000.000004000,15.200000,95.900000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,10,24a491a4,1000.000003000,1000.000004000,15.200000,92.300000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,11,24a491a4,1000.000003000,1000.000004000,15.200000,96.500000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,12,24a491a4,1000.000003000,1000.000004000,15.200000,92.500000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,13,24a491a4,1000.000003000,1000.000004000,15.200000,93.300000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,14,24a491a4,1000.000003000,1000.000004000,15.200000,91.400000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,15,24a491a4,1000.000003000,1000.000004000,15.200000,97.900000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,16,24a491a4,1000.000003000,1000.000004000,15.200000,97.600000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,17,24a491a4,1000.000003000,1000.000004000,15.200000,92.800000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,18,24a491a4,1000.000003000,1000.000004000,15.200000,95.800000,31.875000,31.875000,49533.750000
pbft-n16,pbft,16,19,24a491a4,1000.000003000,1000.000004000,15.200000,92.200000,31.875000,31.875000,49533.750000
pbft-n25,pbft,25,0,24a491a4,1000.000003000,1000.000004000,23.750000,92.850000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,1,24a491a4,1000.000003000,1000.000004000,23.750000,94.350000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,2,24a491a4,1000.000003000,1000.000004000,23.750000,95.100000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,3,24a491a4,1000.000003000,1000.000004000,23.750000,95.850000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,4,24a491a4,1000.000003000,1000.000004000,23.750000,92.650000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,5,24a491a4,1000.000003000,1000.000004000,23.750000,97.350000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,6,24a491a4,1000.000003000,1000.000004000,23.750000,97.050000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,7,24a491a4,1000.000003000,1000.000004000,23.750000,95.500000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,8,24a491a4,1000.000003000,1000.000004000,23.750000,97.500000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,9,24a491a4,1000.000003000,1000.000004000,23.750000,95.900000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,10,24a491a4,1000.000003000,1000.000004000,23.750000,92.300000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,11,24a491a4,1000.000003000,1000.000004000,23.750000,96.500000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,12,24a491a4,1000.000003000,1000.000004000,23.750000,92.500000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,13,24a491a4,1000.000003000,1000.000004000,23.750000,93.300000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,14,24a491a4,1000.000003000,1000.000004000,23.750000,91.400000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,15,24a491a4,1000.000003000,1000.000004000,23.750000,97.900000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,16,24a491a4,1000.000003000,1000.000004000,23.750000,97.600000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,17,24a491a4,1000.000003000,1000.000004000,23.750000,92.800000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,18,24a491a4,1000.000003000,1000.000004000,23.750000,95.800000,49.920000,49.920000,51552.000000
pbft-n25,pbft,25,19,24a491a4,1000.000003000,1000.000004000,23.750000,92.200000,49.920000,49.920000,51552.000000
snowman-n7,snowman,7,0,24a491a4,1000.000046000,1000.000046000,6.650000,92.850000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,1,24a491a4,1000.000046000,1000.000046000,6.650000,94.350000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,2,24a491a4,1000.000046000,1000.000046000,6.650000,95.100000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,3,24a491a4,1000.000046000,1000.000046000,6.650000,95.850000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,4,24a491a4,1000.000046000,1000.000046000,6.650000,92.650000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,5,24a491a4,1000.000046000,1000.000046000,6.650000,97.350000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,6,24a491a4,1000.000046000,1000.000046000,6.650000,97.050000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,7,24a491a4,1000.000046000,1000.000046000,6.650000,95.500000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,8,24a491a4,1000.000046000,1000.000046000,6.650000,97.500000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,9,24a491a4,1000.000046000,1000.000046000,6.650000,95.900000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,10,24a491a4,1000.000046000,1000.000046000,6.650000,92.300000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,11,24a491a4,1000.000046000,1000.000046000,6.650000,96.500000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,12,24a491a4,1000.000046000,1000.000046000,6.650000,92.500000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,13,24a491a4,1000.000046000,1000.000046000,6.650000,93.300000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,14,24a491a4,1000.000046000,1000.000046000,6.650000,91.400000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,15,24a491a4,1000.000046000,1000.000046000,6.650000,97.900000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,16,24a491a4,1000.000046000,1000.000046000,6.650000,97.600000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,17,24a491a4,1000.000046000,1000.000046000,6.650000,92.800000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,18,24a491a4,1000.000046000,1000.000046000,6.650000,95.800000,180.857143,180.857143,51144.000000
snowman-n7,snowman,7,19,24a491a4,1000.000046000,1000.000046000,6.650000,92.200000,180.857143,180.857143,51144.000000
snowman-n10,snowman,10,0,24a491a4,1000.000046000,1000.000046000,9.500000,92.850000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,1,24a491a4,1000.000046000,1000.000046000,9.500000,94.350000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,2,24a491a4,1000.000046000,1000.000046000,9.500000,95.100000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,3,24a491a4,1000.000046000,1000.000046000,9.500000,95.850000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,4,24a491a4,1000.000046000,1000.000046000,9.500000,92.650000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,5,24a491a4,1000.000046000,1000.000046000,9.500000,97.350000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,6,24a491a4,1000.000046000,1000.000046000,9.500000,97.050000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,7,24a491a4,1000.000046000,1000.000046000,9.500000,95.500000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,8,24a491a4,1000.000046000,1000.000046000,9.500000,97.500000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,9,24a491a4,1000.000046000,1000.000046000,9.500000,95.900000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,10,24a491a4,1000.000046000,1000.000046000,9.500000,92.300000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,11,24a491a4,1000.000046000,1000.000046000,9.500000,96.500000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,12,24a491a4,1000.000046000,1000.000046000,9.500000,92.500000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,13,24a491a4,1000.000046000,1000.000046000,9.500000,93.300000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,14,24a491a4,1000.000046000,1000.000046000,9.500000,91.400000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,15,24a491a4,1000.000046000,1000.000046000,9.500000,97.900000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,16,24a491a4,1000.000046000,1000.000046000,9.500000,97.600000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,17,24a491a4,1000.000046000,1000.000046000,9.500000,92.800000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,18,24a491a4,1000.000046000,1000.000046000,9.500000,95.800000,270.900000,270.900000,56941.200000
snowman-n10,snowman,10,19,24a491a4,1000.000046000,1000.000046000,9.500000,92.200000,270.900000,270.900000,56941.200000
snowman-n16,snowman,16,0,24a491a4,1000.000046000,1000.000046000,15.200000,92.850000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,1,24a491a4,1000.000046000,1000.000046000,15.200000,94.350000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,2,24a491a4,1000.000046000,1000.000046000,15.200000,95.100000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,3,24a491a4,1000.000046000,1000.000046000,15.200000,95.850000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,4,24a491a4,1000.000046000,1000.000046000,15.200000,92.650000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,5,24a491a4,1000.000046000,1000.000046000,15.200000,97.350000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,6,24a491a4,1000.000046000,1000.000046000,15.200000,97.050000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,7,24a491a4,1000.000046000,1000.000046000,15.200000,95.500000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,8,24a491a4,1000.000046000,1000.000046000,15.200000,97.500000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,9,24a491a4,1000.000046000,1000.000046000,15.200000,95.900000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,10,24a491a4,1000.000046000,1000.000046000,15.200000,92.300000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,11,24a491a4,1000.000046000,1000.000046000,15.200000,96.500000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,12,24a491a4,1000.000046000,1000.000046000,15.200000,92.500000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,13,24a491a4,1000.000046000,1000.000046000,15.200000,93.300000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,14,24a491a4,1000.000046000,1000.000046000,15.200000,91.400000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,15,24a491a4,1000.000046000,1000.000046000,15.200000,97.900000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,16,24a491a4,1000.000046000,1000.000046000,15.200000,97.600000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,17,24a491a4,1000.000046000,1000.000046000,15.200000,92.800000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,18,24a491a4,1000.000046000,1000.000046000,15.200000,95.800000,450.937500,450.937500,66063.750000
snowman-n16,snowman,16,19,24a491a4,1000.000046000,1000.000046000,15.200000,92.200000,450.937500,450.937500,66063.750000
snowman-n25,snowman,25,0,24a491a4,1000.000046000,1000.000046000,23.750000,92.850000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,1,24a491a4,1000.000046000,1000.000046000,23.750000,94.350000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,2,24a491a4,1000.000046000,1000.000046000,23.750000,95.100000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,3,24a491a4,1000.000046000,1000.000046000,23.750000,95.850000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,4,24a491a4,1000.000046000,1000.000046000,23.750000,92.650000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,5,24a491a4,1000.000046000,1000.000046000,23.750000,97.350000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,6,24a491a4,1000.000046000,1000.000046000,23.750000,97.050000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,7,24a491a4,1000.000046000,1000.000046000,23.750000,95.500000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,8,24a491a4,1000.000046000,1000.000046000,23.750000,97.500000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,9,24a491a4,1000.000046000,1000.000046000,23.750000,95.900000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,10,24a491a4,1000.000046000,1000.000046000,23.750000,92.300000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,11,24a491a4,1000.000046000,1000.000046000,23.750000,96.500000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,12,24a491a4,1000.000046000,1000.000046000,23.750000,92.500000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,13,24a491a4,1000.000046000,1000.000046000,23.750000,93.300000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,14,24a491a4,1000.000046000,1000.000046000,23.750000,91.400000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,15,24a491a4,1000.000046000,1000.000046000,23.750000,97.900000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,16,24a491a4,1000.000046000,1000.000046000,23.750000,97.600000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,17,24a491a4,1000.000046000,1000.000046000,23.750000,92.800000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,18,24a491a4,1000.000046000,1000.000046000,23.750000,95.800000,600.960000,600.960000,73217.280000
snowman-n25,snowman,25,19,24a491a4,1000.000046000,1000.000046000,23.750000,92.200000,600.960000,600.960000,73217.280000
